date,product_id,warehouse_id,quantity_sold,category,unit_price,stock_level,reorder_point,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,is_weekend,month,quarter,season,festival_flag
2025-12-11 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,13,Grocery,189.76,120,15,9.0,10.0,-6.0,10.142857142857142,8.966666666666667,5.843188953205016,0,12,4,winter,0
2025-12-16 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,12,Grocery,189.76,120,15,13.0,4.0,14.0,10.714285714285714,9.6,5.90802521192673,0,12,4,winter,0
2025-12-17 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,8,Grocery,189.76,120,15,6.0,12.0,8.0,10.571428571428571,9.533333333333333,5.8554004376911974,0,12,4,winter,0
2025-12-19 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,10,Grocery,189.76,120,15,5.0,4.0,20.0,10.857142857142858,9.533333333333333,5.639993245521113,0,12,4,winter,0
2025-12-21 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,8,Grocery,189.76,120,15,22.0,6.0,3.0,11.571428571428571,9.2,5.061526214398932,1,12,4,winter,0
2026-01-03 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,5,Grocery,189.76,120,15,7.0,13.0,12.0,9.571428571428571,9.366666666666667,2.2253945610567447,1,1,1,winter,0
2026-01-06 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,5,Grocery,189.76,120,15,9.0,9.0,8.0,9.285714285714286,9.133333333333333,2.6903708365381953,0,1,1,winter,0
2026-01-15 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,4,Grocery,189.76,120,15,13.0,9.0,7.0,8.714285714285714,9.033333333333333,3.1471831698777724,0,1,1,winter,0
2026-01-18 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,18,Grocery,189.76,120,15,12.0,13.0,6.0,7.428571428571429,8.933333333333334,2.93582145558064,1,1,1,winter,0
2026-01-20 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,15,Grocery,189.76,120,15,8.0,6.0,8.0,8.285714285714286,9.333333333333334,4.785891965429423,0,1,1,winter,0
2026-01-21 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,9,Grocery,189.76,120,15,10.0,5.0,27.0,9.285714285714286,9.566666666666666,5.407226205560041,0,1,1,winter,0
2026-01-22 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,11,Grocery,189.76,120,15,8.0,22.0,8.0,9.142857142857142,8.966666666666667,5.398412465054624,0,1,1,winter,0
2026-01-25 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,10,Grocery,189.76,120,15,5.0,7.0,9.0,9.571428571428571,9.066666666666666,5.411627692821659,1,1,1,winter,0
2026-01-27 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,12,Grocery,189.76,120,15,5.0,9.0,8.0,10.285714285714286,9.1,5.023753102820162,0,1,1,winter,0
2026-02-02 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,14,Grocery,189.76,120,15,4.0,13.0,3.0,11.285714285714286,9.233333333333333,4.461475305855886,0,2,1,winter,0
2026-02-03 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,5,Grocery,189.76,120,15,18.0,12.0,5.0,12.714285714285714,9.6,3.147183169877765,0,2,1,winter,0
2026-02-05 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,13,Grocery,189.76,120,15,15.0,8.0,10.0,10.857142857142858,9.6,3.3380918415851166,0,2,1,winter,0
2026-02-07 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,8,Grocery,189.76,120,15,9.0,10.0,4.0,10.571428571428571,9.7,2.9920529661723787,1,2,1,winter,0
2026-02-18 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,9,Grocery,189.76,120,15,11.0,8.0,12.0,10.428571428571429,9.833333333333334,3.1014589500826215,0,2,1,winter,0
2026-02-28 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,12,Grocery,189.76,120,15,10.0,5.0,4.0,10.142857142857142,9.733333333333333,3.1320159337914917,1,2,1,winter,0
2026-03-05 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,8,Grocery,189.76,120,15,12.0,5.0,6.0,10.428571428571429,10.0,3.207134902949089,0,3,1,spring,0
2026-03-07 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,6,Grocery,189.76,120,15,14.0,4.0,13.0,9.857142857142858,10.066666666666666,3.236694374850746,1,3,1,spring,0
2026-03-15 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,9,Grocery,189.76,120,15,5.0,18.0,9.0,8.714285714285714,9.833333333333334,2.9277002188455987,1,3,1,spring,0
2026-03-19 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,7,Grocery,189.76,120,15,13.0,15.0,9.0,9.285714285714286,9.833333333333334,2.4299715851758212,0,3,1,spring,0
2026-03-21 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,13,Grocery,189.76,120,15,8.0,9.0,13.0,8.428571428571429,9.766666666666667,1.9023794624226829,1,3,1,spring,0
2026-03-22 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,12,Grocery,189.76,120,15,9.0,11.0,6.0,9.142857142857142,9.766666666666667,2.5448360411214055,1,3,1,spring,0
2026-03-23 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,14,Grocery,189.76,120,15,12.0,10.0,5.0,9.571428571428571,9.966666666666667,2.760262237369415,0,3,1,spring,0
2026-03-25 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,14,Grocery,189.76,120,15,8.0,12.0,22.0,9.857142857142858,10.266666666666667,3.1320159337914926,0,3,1,spring,0
2026-03-29 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,8,Grocery,189.76,120,15,6.0,14.0,7.0,10.714285714285714,10.0,3.3523268393900993,1,3,1,spring,0
2026-04-09 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,2,Grocery,189.76,120,15,9.0,5.0,9.0,11.0,10.033333333333333,2.943920288775945,0,4,2,summer,0
2026-04-10 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,22,Grocery,189.76,120,15,7.0,13.0,13.0,10.0,9.8,4.5092497528228925,0,4,2,summer,0
2026-04-11 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,15,Grocery,189.76,120,15,13.0,8.0,12.0,12.142857142857142,10.1,6.121780008803848,1,4,2,summer,0
2026-04-20 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,9,Grocery,189.76,120,15,12.0,9.0,8.0,12.428571428571429,10.2,6.214422549122933,0,4,2,summer,0
2026-05-01 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,10,Grocery,189.76,120,15,14.0,12.0,10.0,12.0,10.233333333333333,6.35085296108588,0,5,2,summer,0
2026-05-02 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,8,Grocery,189.76,120,15,14.0,8.0,8.0,11.428571428571429,10.233333333333333,6.3207895829857295,1,5,2,summer,0
2026-05-04 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,2,Grocery,189.76,120,15,8.0,6.0,5.0,10.571428571428571,10.233333333333333,6.32078958298573,0,5,2,summer,0
2026-05-07 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,18,Grocery,189.76,120,15,2.0,9.0,5.0,9.714285714285714,10.133333333333333,7.087883692477976,0,5,2,summer,0
2026-05-09 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,5,Grocery,189.76,120,15,22.0,7.0,4.0,12.0,10.566666666666666,6.757711644237761,1,5,2,summer,0
2026-05-11 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,7,Grocery,189.76,120,15,15.0,13.0,18.0,9.571428571428571,10.6,5.503245795502348,0,5,2,summer,0
2026-05-12 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,2,Grocery,189.76,120,15,9.0,12.0,15.0,8.428571428571429,10.233333333333333,4.995235825502231,0,5,2,summer,0
2026-05-21 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,095e7c5f-623d-47b8-b14f-6b3c45c17557,22,Grocery,189.76,120,15,10.0,14.0,9.0,7.428571428571429,9.8,5.533448076836687,0,5,2,summer,0
2026-01-15 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,9,Grocery,189.76,122,15,14.0,10.0,9.0,10.285714285714286,9.333333333333334,4.680252333449757,0,1,1,winter,0
2026-01-19 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,11,Grocery,189.76,122,15,14.0,3.0,7.0,9.571428571428571,9.333333333333334,4.391550328268399,0,1,1,winter,0
2026-01-26 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,6,Grocery,189.76,122,15,12.0,8.0,14.0,9.142857142857142,9.466666666666667,4.0178174601214955,0,1,1,winter,0
2026-01-30 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,13,Grocery,189.76,122,15,6.0,15.0,8.0,8.285714285714286,9.2,3.9460649476951812,0,1,1,winter,0
2026-02-01 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,12,Grocery,189.76,122,15,10.0,6.0,8.0,9.285714285714286,9.366666666666667,4.15187851918806,1,2,1,winter,0
2026-02-05 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,12,Grocery,189.76,122,15,14.0,4.0,11.0,9.571428571428571,9.5,4.2761798705987895,0,2,1,winter,0
2026-02-07 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,4,Grocery,189.76,122,15,2.0,8.0,7.0,9.285714285714286,9.533333333333333,3.9880774697543053,1,2,1,winter,0
2026-02-13 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,2,Grocery,189.76,122,15,9.0,14.0,12.0,9.571428571428571,9.433333333333334,3.408672412985386,0,2,1,winter,0
2026-02-17 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,5,Grocery,189.76,122,15,11.0,14.0,4.0,8.571428571428571,9.1,4.466808810815722,0,2,1,winter,0
2026-02-22 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,12,Grocery,189.76,122,15,6.0,12.0,5.0,7.714285714285714,9.133333333333333,4.498677054212189,1,2,1,winter,0
2026-03-03 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,14,Grocery,189.76,122,15,13.0,6.0,25.0,8.571428571428571,9.366666666666667,4.68533680244878,0,3,1,spring,0
2026-03-09 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,5,Grocery,189.76,122,15,12.0,10.0,14.0,8.714285714285714,9.0,4.8550415622761225,0,3,1,spring,0
2026-03-10 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,7,Grocery,189.76,122,15,12.0,14.0,7.0,7.714285714285714,8.7,4.785891965429425,0,3,1,spring,0
2026-03-15 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,3,Grocery,189.76,122,15,4.0,2.0,2.0,7.0,8.7,4.396968652757643,1,3,1,spring,0
2026-03-16 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,17,Grocery,189.76,122,15,2.0,9.0,5.0,6.857142857142857,8.733333333333333,4.5250624831255655,0,3,1,spring,0
2026-03-20 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,2,Grocery,189.76,122,15,5.0,11.0,16.0,9.0,9.133333333333333,5.32290647422377,0,3,1,spring,0
2026-03-27 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,11,Grocery,189.76,122,15,12.0,6.0,10.0,8.571428571428571,8.666666666666666,5.798193478924933,0,3,1,spring,0
2026-04-08 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,14,Grocery,189.76,122,15,14.0,13.0,3.0,8.428571428571429,8.7,5.711308748355986,0,4,2,summer,0
2026-04-09 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,3,Grocery,189.76,122,15,5.0,12.0,8.0,8.428571428571429,9.066666666666666,5.711308748355986,0,4,2,summer,0
2026-04-11 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,10,Grocery,189.76,122,15,7.0,12.0,15.0,8.142857142857142,8.9,5.956189257922424,1,4,2,summer,0
2026-04-15 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,13,Grocery,189.76,122,15,3.0,4.0,6.0,8.571428571428571,8.733333333333333,5.968169536721256,0,4,2,summer,0
2026-04-23 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,21,Grocery,189.76,122,15,17.0,2.0,4.0,10.0,8.966666666666667,5.597618541248886,0,4,2,summer,0
2026-04-24 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,19,Grocery,189.76,122,15,2.0,5.0,8.0,10.571428571428571,9.533333333333333,6.553806600166115,0,4,2,summer,0
2026-04-27 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,11,Grocery,189.76,122,15,11.0,12.0,14.0,13.0,9.9,5.972157622389634,0,4,2,summer,0
2026-05-01 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,8,Grocery,189.76,122,15,14.0,14.0,14.0,13.0,9.8,5.972157622389634,0,5,2,summer,0
2026-05-04 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,11,Grocery,189.76,122,15,3.0,5.0,12.0,12.142857142857142,9.6,6.229729031789726,0,5,2,summer,0
2026-05-08 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,14,Grocery,189.76,122,15,10.0,7.0,6.0,13.285714285714286,9.566666666666666,4.855041562276116,0,5,2,summer,0
2026-05-09 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,13,Grocery,189.76,122,15,13.0,3.0,10.0,13.857142857142858,9.833333333333334,4.6342410895626065,1,5,2,summer,0
2026-05-17 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,1aaa0c84-5521-48c1-975a-a5ed71146c29,8,Grocery,189.76,122,15,21.0,17.0,14.0,13.857142857142858,9.933333333333334,4.6342410895626065,1,5,2,summer,0
2026-01-29 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,9,Grocery,189.76,87,15,6.0,27.0,4.0,6.714285714285714,8.566666666666666,3.8606685826112996,0,1,1,winter,0
2026-01-31 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,11,Grocery,189.76,87,15,5.0,9.0,12.0,7.142857142857143,8.733333333333333,3.93397896234722,1,1,1,winter,0
2026-02-01 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,2,Grocery,189.76,87,15,4.0,11.0,13.0,8.0,8.7,4.041451884327384,1,2,1,winter,0
2026-02-13 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,3,Grocery,189.76,87,15,8.0,5.0,4.0,7.714285714285714,8.333333333333334,4.423960733486296,0,2,1,winter,0
2026-02-21 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,2,Grocery,189.76,87,15,8.0,12.0,4.0,7.0,8.3,4.760952285695238,1,2,1,winter,0
2026-02-27 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,11,Grocery,189.76,87,15,2.0,12.0,5.0,6.142857142857143,8.233333333333333,5.080307452263481,0,2,1,winter,0
2026-03-07 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,13,Grocery,189.76,87,15,14.0,13.0,8.0,7.428571428571429,8.433333333333334,4.995235825502235,1,3,1,spring,0
2026-03-08 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,3,Grocery,189.76,87,15,9.0,6.0,13.0,7.285714285714286,8.6,4.785891965429427,1,3,1,spring,0
2026-03-09 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,6,Grocery,189.76,87,15,11.0,5.0,12.0,6.428571428571429,8.266666666666667,4.96175852083187,0,3,1,spring,0
2026-03-10 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,4,Grocery,189.76,87,15,2.0,4.0,11.0,5.714285714285714,8.066666666666666,4.535573676110733,0,3,1,spring,0
2026-03-11 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,4,Grocery,189.76,87,15,3.0,8.0,13.0,6.0,7.833333333333333,4.320493798938579,0,3,1,spring,0
2026-03-15 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,6,Grocery,189.76,87,15,2.0,8.0,3.0,6.142857142857143,7.533333333333333,4.220133150686582,1,3,1,spring,0
2026-03-21 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,12,Grocery,189.76,87,15,11.0,2.0,2.0,6.714285714285714,7.633333333333334,3.8172540616821165,1,3,1,spring,0
2026-03-27 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,2,Grocery,189.76,87,15,13.0,14.0,6.0,6.857142857142857,7.966666666666667,4.017817460121501,0,3,1,spring,0
2026-04-17 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,9,Grocery,189.76,87,15,3.0,9.0,2.0,5.285714285714286,7.833333333333333,3.3022358947782586,0,4,2,summer,0
2026-04-28 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,12,Grocery,189.76,87,15,6.0,11.0,9.0,6.142857142857143,8.066666666666666,3.3876526498728476,0,4,2,summer,0
2026-04-29 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,5,Grocery,189.76,87,15,4.0,2.0,27.0,7.0,8.166666666666666,4.041451884327385,0,4,2,summer,0
2026-05-01 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,8,Grocery,189.76,87,15,4.0,3.0,9.0,7.142857142857143,7.433333333333334,3.9339789623472203,0,5,2,summer,0
2026-05-13 00:00:00+00:00,01b58e66-6f4a-4309-b324-fc015b96279f,75f21f40-b8a8-4359-830b-ac98b341da21,8,Grocery,189.76,87,15,6.0,2.0,11.0,7.714285714285714,7.4,3.68394198806504,0,5,2,summer,0
